./set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_04.dat	81
./set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_05.dat	73
./set-1b/inst_set1b_sf0.5_nc2.1_n40_m25_02.dat	92
./set-1b/inst_set1b_sf0.5_nc2.1_n40_m30_02.dat	76
./set-1b/inst_set1b_sf0.75_nc1.5_n40_m30_05.dat	96
./set-1b/inst_set1b_sf0.75_nc1.5_n40_m38_00.dat	79
./set-1b/inst_set1b_sf0.75_nc1.5_n40_m38_04.dat	76
./set-1b/inst_set1b_sf0.75_nc1.8_n40_m30_01.dat	105
./set-1b/inst_set1b_sf0.75_nc1.8_n40_m38_04.dat	84
./set-1b/inst_set1b_sf0.75_nc1.8_n40_m45_01.dat	70
./set-1b/inst_set1b_sf0.75_nc2.1_n40_m30_00.dat	113
./set-1b/inst_set1b_sf0.75_nc2.1_n40_m30_03.dat	88
./set-1b/inst_set1b_sf0.75_nc2.1_n40_m38_00.dat	107
./set-1b/inst_set1b_sf0.75_nc2.1_n40_m38_03.dat	96
./set-1b/inst_set1b_sf0.75_nc2.1_n40_m38_05.dat	85
./set-1b/inst_set1b_sf0.75_nc2.1_n40_m45_05.dat	71
./set-1b/inst_set1b_sf0_nc1.5_n40_m30_03.dat	104
./set-1b/inst_set1b_sf0_nc1.5_n40_m38_02.dat	100
./set-1b/inst_set1b_sf0_nc1.5_n40_m38_05.dat	83
./set-1b/inst_set1b_sf0_nc1.5_n40_m45_00.dat	73
./set-1b/inst_set1b_sf0_nc1.5_n40_m45_02.dat	71
./set-1b/inst_set1b_sf0_nc1.5_n40_m45_03.dat	72
./set-1b/inst_set1b_sf0_nc1.5_n40_m45_04.dat	69
./set-1b/inst_set1b_sf0_nc1.8_n40_m30_02.dat	109
./set-1b/inst_set1b_sf0_nc1.8_n40_m30_04.dat	93
./set-1b/inst_set1b_sf0_nc1.8_n40_m38_00.dat	91
./set-1b/inst_set1b_sf0_nc1.8_n40_m38_02.dat	91
./set-1b/inst_set1b_sf0_nc1.8_n40_m45_03.dat	69
./set-1b/inst_set1b_sf0_nc1.8_n40_m45_05.dat	70
./set-1b/inst_set1b_sf0_nc2.1_n40_m30_05.dat	91
./set-1b/inst_set1b_sf0_nc2.1_n40_m38_01.dat	86
./set-1b/inst_set1b_sf0_nc2.1_n40_m45_01.dat	81
./set-1b/inst_set1b_sf1_nc1.5_n40_m40_00.dat	105
./set-1b/inst_set1b_sf1_nc1.5_n40_m40_02.dat	88
./set-1b/inst_set1b_sf1_nc1.5_n40_m40_04.dat	92
./set-1b/inst_set1b_sf1_nc1.5_n40_m40_05.dat	103
./set-1b/inst_set1b_sf1_nc1.5_n40_m50_04.dat	81
./set-1b/inst_set1b_sf1_nc1.5_n40_m60_03.dat	74
./set-1b/inst_set1b_sf1_nc1.8_n40_m40_00.dat	106
./set-1b/inst_set1b_sf1_nc1.8_n40_m40_02.dat	112
./set-1b/inst_set1b_sf1_nc1.8_n40_m40_03.dat	99
./set-1b/inst_set1b_sf1_nc1.8_n40_m50_00.dat	82
./set-1b/inst_set1b_sf1_nc1.8_n40_m50_01.dat	80
./set-1b/inst_set1b_sf1_nc1.8_n40_m50_03.dat	79
./set-1b/inst_set1b_sf1_nc1.8_n40_m50_04.dat	77
./set-1b/inst_set1b_sf1_nc1.8_n40_m50_05.dat	78
./set-1b/inst_set1b_sf1_nc1.8_n40_m60_01.dat	74
./set-1b/inst_set1b_sf1_nc1.8_n40_m60_04.dat	70
./set-1b/inst_set1b_sf1_nc1.8_n40_m60_05.dat	71
./set-1b/inst_set1b_sf1_nc2.1_n40_m40_02.dat	92
./set-1b/inst_set1b_sf1_nc2.1_n40_m40_04.dat	103
./set-1b/inst_set1b_sf1_nc2.1_n40_m40_05.dat	88
./set-1b/inst_set1b_sf1_nc2.1_n40_m50_01.dat	84
./set-1b/inst_set1b_sf1_nc2.1_n40_m50_03.dat	76
./set-1b/inst_set1b_sf1_nc2.1_n40_m60_01.dat	72
./set-1b/inst_set1b_sf1_nc2.1_n40_m60_04.dat	70
